"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-65.89","45.32","SAINT JOHN A","8104901","2019-11-08","2019","11","08","","","","","","","","","","","","","","","","","","","","","","",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-11-09","2019","11","09","","","","","","","","","","","","","","","","","","","","","","",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-11-10","2019","11","10","","","","","","","","","","","","","","","","","","","","","","",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-11-11","2019","11","11","","","","","","","","","","","","","","","","","","","","","","",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-11-12","2019","11","12","","","","","","","","","","","","","","","","","","","","","","",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-11-13","2019","11","13","","","","","","","","","","","","","","","","","","","","","","",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-11-14","2019","11","14","","","","","","","","","","","","","","","","","","","","","","",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-11-15","2019","11","15","","","","","","","","","","","","","","","","","","","","","","",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-11-16","2019","11","16","","","","","","","","","","","","","","","","","","","","","","",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-11-17","2019","11","17","","","","","","","","","","","","","","","","","","","","","","",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-11-18","2019","11","18","","","","","","","","","","","","","","","","","","","","","","",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-11-19","2019","11","19","","","","","","","","","","","","","","","","","","","","","","",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-11-20","2019","11","20","","","","","","","","","","","","","","","","","","","","","","",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-11-21","2019","11","21","","","","","","","","","","","","","","","","","","","","","","",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-11-22","2019","11","22","","","","","","","","","","","","","","","","","","","","","","",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-11-23","2019","11","23","","","","","","","","","","","","","","","","","","","","","","",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-11-24","2019","11","24","","","","","","","","","","","","","","","","","","","","","","",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-11-25","2019","11","25","","","","","","","","","","","","","","","","","","","","","","",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-11-26","2019","11","26","","","","","","","","","","","","","","","","","","","","","","",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-11-27","2019","11","27","","","","","","","","","","","","","","","","","","","","","","",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-11-28","2019","11","28","","","","","","","","","","","","","","","","","","","","","","",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-11-29","2019","11","29","","","","","","","","","","","","","","","","","","","","","","",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-11-30","2019","11","30","","","","","","","","","","","","","","","","","","","","","","",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-12-01","2019","12","01","","","","","","","","","","","","","","","","","","","","","","",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-12-02","2019","12","02","","","","","","","","","","","","","","","","","","","","","","",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-12-03","2019","12","03","","","","","","","","","","","","","","","","","","","","","","",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-12-04","2019","12","04","","","","","","","","","","","","","","","","","","","","","","",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-12-05","2019","12","05","","","","","","","","","","","","","","","","","","","","","","",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-12-06","2019","12","06","","","","","","","","","","","","","","","","","","","","","","",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-12-07","2019","12","07","","","","","","","","","","","","","","","","","","","","","","",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-12-08","2019","12","08","","","","","","","","","","","","","","","","","","","","","","",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-12-09","2019","12","09","","","","","","","","","","","","","","","","","","","","","","",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-12-10","2019","12","10","","","","","","","","","","","","","","","","","","","","","","",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-12-11","2019","12","11","","","","","","","","","","","","","","","","","","","","","","",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-12-12","2019","12","12","","","","","","","","","","","","","","","","","","","","","","",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-12-13","2019","12","13","","","","","","","","","","","","","","","","","","","","","","",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-12-14","2019","12","14","","","","","","","","","","","","","","","","","","","","","","",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-12-15","2019","12","15","","","","","","","","","","","","","","","","","","","","","","",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-12-16","2019","12","16","","","","","","","","","","","","","","","","","","","","","","",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-12-17","2019","12","17","","","","","","","","","","","","","","","","","","","","","","",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-12-18","2019","12","18","","","","","","","","","","","","","","","","","","","","","","",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-12-19","2019","12","19","","","","","","","","","","","","","","","","","","","","","","",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-12-20","2019","12","20","","","","","","","","","","","","","","","","","","","","","","",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-12-21","2019","12","21","","","","","","","","","","","","","","","","","","","","","","",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-12-22","2019","12","22","","","","","","","","","","","","","","","","","","","","","","",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-12-23","2019","12","23","","","","","","","","","","","","","","","","","","","","","","",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-12-24","2019","12","24","","","","","","","","","","","","","","","","","","","","","","",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-12-25","2019","12","25","","","","","","","","","","","","","","","","","","","","","","",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-12-26","2019","12","26","","","","","","","","","","","","","","","","","","","","","","",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-12-27","2019","12","27","","","","","","","","","","","","","","","","","","","","","","",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-12-28","2019","12","28","","","","","","","","","","","","","","","","","","","","","","",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-12-29","2019","12","29","","","","","","","","","","","","","","","","","","","","","","",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-12-30","2019","12","30","","","","","","","","","","","","","","","","","","","","","","",""
"-65.89","45.32","SAINT JOHN A","8104901","2019-12-31","2019","12","31","","","","","","","","","","","","","","","","","","","","","","",""
